window,sample_count,mean_rv_ann_pct,median_rv_ann_pct,mean_abs_move_pct,p90_abs_move_pct,mean_max_swing_pct,sim_win_rate_pct
Fri 16:00 -> Sun 08:00 (Weekend),208,39.10230939292264,34.27098930041764,1.8002840700045903,3.663679340782172,3.3969323613985507,93.75
Tue 16:00 -> Thu 08:00 (Weekday Tue-Thu),207,58.803590105132116,53.90270700623827,3.369196088659241,7.175585872799906,5.722713621295051,75.84541062801932
Mon 16:00 -> Wed 08:00 (Weekday Mon-Wed),207,58.808301346571454,53.72021779349054,3.1235050108967513,6.6454917794027955,5.473783149572928,79.22705314009661
Wed 16:00 -> Fri 08:00 (Weekday Wed-Fri),207,61.042522694883026,54.274562209678265,3.490082518607611,8.205328957140718,5.8268631139317355,74.8792270531401
