friday,sunday,entry_spot,settle,spot_ret,C_name,C_strike,C_delta,C_iv,C_premium,C_payoff,C_src,P_name,P_strike,P_delta,P_iv,P_premium,P_payoff,P_src,pnl,premium_sum,fees,pnl_usd,pnl_pct
2022-09-02,2022-09-04,1635.9,1548.42,-0.053475151292866285,ETH-4SEP22-1700-C,1700.0,0.18151736373661442,0.6114317989416811,0.004,0.0,open@16,ETH-4SEP22-1600-P,1600.0,-0.33679226800941175,0.8355520257373459,0.013,0.03331137546660462,open@16,-0.017061375466604627,0.017,0.00075,-27.91070412581851,-0.017061375466604627
2022-09-09,2022-09-11,1718.75,1760.54,0.02431418181818179,ETH-11SEP22-1750-C,1750.0,0.3432470855222441,0.6276701520341521,0.0095,0.005986799504697402,open@16,ETH-11SEP22-1650-P,1650.0,-0.22502868141925636,0.8306736539206097,0.0075,0.0,open@16,0.010263200495302598,0.017,0.00075,17.63987585130134,0.010263200495302598
2022-09-16,2022-09-18,1451.45,1454.24,0.0019222157153191421,ETH-18SEP22-1500-C,1500.0,0.27264936449260113,0.7717695031454959,0.0085,0.0,open@16,ETH-18SEP22-1400-P,1400.0,-0.3020064490565185,1.1100800170899467,0.015,0.0,open@16,0.0229,0.0235,0.0006,33.238205,0.0229
2022-09-23,2022-09-25,1293.15,1332.01,0.030050651509878845,ETH-25SEP22-1350-C,1350.0,0.23280442335970974,0.8399363525657835,0.0075,0.0,open@16,ETH-25SEP22-1250-P,1250.0,-0.2840698089277218,0.9312092389307651,0.0115,0.0,open@16,0.0184,0.019,0.0006,23.793960000000002,0.0184
2022-09-30,2022-10-02,1350.95,1311.7,-0.02905362892779151,ETH-2OCT22-1400-C,1400.0,0.1881923882243951,0.5836380621799537,0.004,0.0,open@16,ETH-2OCT22-1300-P,1300.0,-0.18428834937752003,0.6485364858520619,0.0045,0.0,open@16,0.0079,0.0085,0.0006,10.672505000000001,0.0079
2022-10-07,2022-10-09,1333.5,1315.8,-0.013273340832395952,ETH-9OCT22-1350-C,1350.0,0.3412954804492667,0.4297708991567458,0.0065,0.0,open@16,ETH-9OCT22-1300-P,1300.0,-0.2954618036341188,0.7344065355429272,0.0095,0.0,open@16,0.0154,0.016,0.0006,20.5359,0.0154
2022-10-14,2022-10-16,1309.55,1283.65,-0.01977778626245652,ETH-16OCT22-1325-C,1325.0,0.38093722516439443,0.5402609282763882,0.0095,0.0,open@16,ETH-16OCT22-1300-P,1300.0,-0.41738449495495267,0.5723373111376471,0.012,0.01273711681533121,open@16,0.008012883184668789,0.0215,0.00075,10.493271174483013,0.008012883184668789
2022-10-21,2022-10-23,1297.7,1308.85,0.008592124528010947,ETH-23OCT22-1325-C,1325.0,0.2105131501060905,0.3769287207669061,0.003,0.0,open@16,ETH-23OCT22-1275-P,1275.0,-0.2606890416470009,0.41641501414720117,0.0045,0.0,open@16,0.0069,0.0075,0.0006,8.954130000000001,0.0069
2022-10-28,2022-10-30,1537.7,1629.5,0.05969955127788262,ETH-30OCT22-1575-C,1575.0,0.2583082727529292,0.532123765094193,0.0055,0.033445842282908866,open@16,ETH-30OCT22-1500-P,1500.0,-0.26175513067077105,0.594543341532648,0.0065,0.0,open@16,-0.02219584228290887,0.012,0.00075,-34.13054667842897,-0.02219584228290887
2022-11-04,2022-11-06,1626.6,1621.36,-0.0032214435017828835,ETH-6NOV22-1675-C,1675.0,0.2635122401342832,0.662526066696838,0.007,0.0,open@16,ETH-6NOV22-1600-P,1600.0,-0.3421502474573559,0.6334505647391395,0.01,0.0,open@16,0.0164,0.017,0.0006,26.67624,0.0164
