window,sample_count,mean_rv_ann_pct,median_rv_ann_pct,mean_abs_move_pct,p90_abs_move_pct,mean_max_swing_pct,sim_win_rate_pct
Fri 16:00 -> Sun 08:00 (Weekend),208,27.388635409360973,23.919345152905258,1.1916383661288956,2.3365580382444597,2.23474001085832,97.11538461538461
Mon 16:00 -> Wed 08:00 (Weekday Mon-Wed),207,44.962654059074374,40.32964172130332,2.403404378716571,5.30253726450836,4.235929517139085,85.99033816425121
Tue 16:00 -> Thu 08:00 (Weekday Tue-Thu),207,45.33363230160334,42.24829991639682,2.5360479881195648,5.444931311207149,4.328542618952716,83.09178743961353
Wed 16:00 -> Fri 08:00 (Weekday Wed-Fri),207,46.90900449024637,41.01284324721963,2.455172064816406,5.425808291253598,4.296480029606693,84.54106280193237
