friday,entry_spot,settle_spot,kc,kp,terminal_pnl,max_floating_loss,gap_intraday_vs_terminal,min_margin_health,min_equity,max_mm_required,liquidated,liq_time,liq_spot
2022-12-23,16831.5,16825.45,17000.0,16750.0,0.0069,-0.001165299660886866,-0.008065299660886866,9.242880956916748,0.9988347003391131,0.10806529966088688,False,,
2022-12-30,16543.0,16511.83,16750.0,16500.0,0.005075,-0.001251057081387434,-0.006326057081387434,9.393266056636696,0.9987489429186125,0.10632605708138744,False,,
2023-01-06,16837.0,16949.73,17000.0,16750.0,0.0054,-0.0014443817108753714,-0.006844381710875372,9.345887938134652,0.9985556182891248,0.10684438171087537,False,,
2023-01-13,19277.5,20725.72,19500.0,19000.0,-0.045390044350690884,-0.0585983269658542,-0.013208282615163318,5.457453933570584,0.9414016730341458,0.1724983269658542,False,,
2023-01-20,21149.5,22907.63,21250.0,21000.0,-0.05961147955943067,-0.07496888564000187,-0.0153574060805712,4.923812217274558,0.9250311143599981,0.18786888564000187,False,,
2023-01-27,22937.0,23201.36,23250.0,22750.0,0.0129,-0.0031402764591014444,-0.016040276459101444,8.590635544480481,0.9968597235408985,0.11604027645910145,False,,
2023-02-03,23617.0,23386.49,24000.0,23250.0,0.0109,-0.003050457033196844,-0.013950457033196844,8.748973623478884,0.996949542966803,0.11395045703319684,False,,
2023-02-10,21659.5,21805.37,22000.0,21500.0,0.0104,-0.0016894583130143076,-0.012089458313014306,8.90637314794727,0.9983105416869856,0.11208945831301431,False,,
2023-02-17,24151.5,24611.95,24500.0,23750.0,0.015701396577678696,-0.009193396051186773,-0.02489479262886547,7.645502272025223,0.9908066039488131,0.12959339605118678,False,,
2023-02-24,23347.0,23173.67,23500.0,23000.0,0.0119,-0.004521137023910528,-0.01642113702391053,8.550671196173239,0.9954788629760896,0.11642113702391053,False,,
2023-03-03,22338.0,22383.86,22500.0,22000.0,0.0104,-0.003610570067686379,-0.014010570067686379,8.739447836641569,0.9963894299323136,0.11401057006768638,False,,
2023-03-10,20008.5,20518.12,20500.0,19500.0,0.00940648792384493,-0.011458627347005925,-0.020865115270850852,8.112198489139493,0.988541372652994,0.12185862734700594,False,,
2023-03-17,26482.5,27046.22,27000.0,26000.0,0.01754107357700998,-0.016481316266445292,-0.03402238984345527,7.238071507969533,0.9835186837335548,0.1358813162664453,False,,
2023-03-24,28061.0,27528.26,28500.0,27500.0,0.0184,-0.008941311304867122,-0.02734131130486712,7.782695800284675,0.9910586886951328,0.12734131130486712,False,,
2023-03-31,28512.5,28458.98,29000.0,28250.0,0.0159,-0.0018040286504223142,-0.017704028650422317,8.480559100608119,0.9981959713495776,0.11770402865042232,False,,
2023-04-07,27960.0,27917.48,28250.0,27750.0,0.0074,-0.0010655546182188344,-0.008465554618218834,9.20969287344603,0.9989344453817813,0.10846555461821884,False,,
2023-04-14,30261.0,30384.82,30500.0,30000.0,0.0139,-0.0016179142743744821,-0.015517914274374482,8.64266024881907,0.9983820857256255,0.1155179142743745,False,,
2023-04-21,28034.0,27694.6,28250.0,27750.0,0.008749610032280607,-0.012980128223588912,-0.02172973825586952,7.967539959233473,0.987019871776411,0.12388012822358892,False,,
2023-04-28,29165.5,29293.5,29500.0,28750.0,0.0119,-0.0016250877450624613,-0.013525087745062461,8.794310861903384,0.9983749122549376,0.11352508774506247,False,,
2023-05-05,29392.0,28959.35,29750.0,29250.0,0.0017135178275754998,-0.012997563372265547,-0.014711081199841047,7.902495532966546,0.9870024366277346,0.12489756337226555,False,,
2023-05-12,26316.0,26852.16,26500.0,26000.0,-0.0003647736345977334,-0.008800661474733473,-0.008435887840135738,8.144568209524904,0.9911993385252664,0.12170066147473348,False,,
2023-05-19,26895.5,27074.08,27250.0,26750.0,0.012400000000000001,-0.001780290543716753,-0.014180290543716754,8.74248703259421,0.9982197094562831,0.11418029054371676,False,,
2023-05-26,26776.0,27216.95,27000.0,26500.0,-0.00022113563422796175,-0.006483584197322644,-0.006262448563094682,8.685830425533496,0.9935164158026774,0.11438358419732264,False,,
2023-06-02,27116.0,27145.13,27250.0,27000.0,0.009899999999999999,-0.0018006152560678672,-0.011700615256067866,8.936382153810092,0.9981993847439322,0.11170061525606786,False,,
2023-06-09,26492.5,25774.72,26750.0,26250.0,-0.011189773545551566,-0.02133492852740268,-0.010145154981851114,7.60217201863966,0.9786650714725974,0.1287349285274027,False,,
2023-06-16,25829.0,26599.11,26000.0,25500.0,-0.011773685942875554,-0.017250221441684675,-0.00547653549880912,7.668732581984027,0.9827497785583152,0.12815022144168467,False,,
2023-06-23,31268.0,30724.36,31500.0,30750.0,0.015461168401880486,-0.006641418157735888,-0.022102586559616375,8.073367462075286,0.9933585818422641,0.1230414181577359,False,,
2023-06-30,30072.5,30509.37,30500.0,29750.0,0.009054491390677719,-0.004676790345619844,-0.013731281736297563,8.725028173030092,0.9953232096543803,0.11407679034561985,False,,
2023-07-07,30410.5,30265.61,30750.0,30250.0,0.0114,-0.0030030577752808256,-0.014403057775280826,8.714775300701284,0.9969969422247194,0.11440305777528083,False,,
2023-07-14,31270.5,30284.87,31750.0,31000.0,-0.014463441299236254,-0.021299473289703295,-0.006836031990467041,7.49390868169343,0.9787005267102968,0.1305994732897033,False,,
2023-07-21,29884.0,29903.56,30000.0,29750.0,0.009000000000000001,-0.0009656774093251361,-0.009965677409325137,9.084964928392795,0.9990343225906747,0.10996567740932514,False,,
2023-07-28,29404.5,29288.63,29500.0,29250.0,0.0072,-0.0009819780771053192,-0.008181978077105318,9.234606721748584,0.9990180219228948,0.10818197807710533,False,,
2023-08-04,29269.0,29054.75,29500.0,29000.0,0.0049,-0.003262356158772734,-0.008162356158772734,9.215199069610732,0.9967376438412271,0.10816235615877273,False,,
2023-08-11,29364.0,29384.23,29500.0,29250.0,0.008199999999999999,-0.0008059400915846936,-0.009005940091584692,9.1664184453518,0.9991940599084154,0.10900594009158471,False,,
2023-08-18,25978.0,26083.62,26250.0,25750.0,0.0164,-0.0018106192795676358,-0.018210619279567637,8.444159981597917,0.9981893807204323,0.11821061927956765,False,,
2023-08-25,25922.5,26035.01,26000.0,25750.0,0.008005272266075628,-0.0018580120713905953,-0.009863284337466223,8.963360330900212,0.9981419879286095,0.11135801207139061,False,,
2023-09-01,25804.5,25927.28,26000.0,25500.0,0.0071,-0.0035473779638995886,-0.010647377963899588,9.005659604163494,0.9964526220361005,0.11064737796389959,False,,
2023-09-08,25839.5,25855.12,26000.0,25750.0,0.0097,-0.0008597674116605928,-0.010559767411660592,9.037105051678694,0.9991402325883394,0.1105597674116606,False,,
2023-09-15,26324.0,26533.41,26500.0,26250.0,0.00839083278402588,-0.005667526083982667,-0.014058358868008547,8.611360333405015,0.9943324739160173,0.11546752608398267,False,,
2023-09-22,26645.0,26562.78,26750.0,26500.0,0.0068000000000000005,-0.0008537380986138009,-0.007653738098613801,9.28111071244122,0.9991462619013861,0.10765373809861381,False,,
2023-09-29,26896.5,27121.6,27000.0,26750.0,0.0037664887027314574,-0.002984462020333334,-0.0067509507230647916,8.951118673964242,0.9970155379796666,0.11138446202033334,False,,
2023-10-06,27964.5,27925.03,28250.0,27750.0,0.0066,-0.0009424887256392496,-0.00754248872563925,9.28988647290041,0.9990575112743608,0.10754248872563925,False,,
2023-10-13,26705.5,26876.84,27000.0,26500.0,0.007599999999999999,-0.003058120681322459,-0.010658120681322459,9.009206673495832,0.9969418793186776,0.11065812068132247,False,,
2023-10-20,29565.5,29852.96,29750.0,29250.0,0.005001095770737671,-0.010542844248464307,-0.01554394001920198,8.304797170093487,0.9894571557515356,0.11914284424846432,False,,
2023-10-27,34016.5,34099.67,34500.0,33750.0,0.0114,-0.0036743430806688154,-0.015074343080668816,8.658104232851386,0.9963256569193313,0.11507434308066883,False,,
2023-11-03,34799.0,35146.43,35250.0,34500.0,0.0119,-0.003226924472225003,-0.015126924472225004,8.658036163975282,0.996773075527775,0.115126924472225,False,,
2023-11-10,37104.5,37157.0,37750.0,36750.0,0.0154,-0.0012389479633258746,-0.016638947963325875,8.56284345389251,0.9987610520366742,0.11663894796332588,False,,
2023-11-17,36058.0,36631.56,36500.0,35500.0,0.009658561360750193,-0.004960482955908887,-0.01461904431665908,8.406855837304743,0.9950395170440912,0.1183604829559089,False,,
2023-11-24,38272.0,37798.11,38750.0,37750.0,0.011,-0.0045274789243721185,-0.015527478924372118,8.616759669163171,0.9954725210756279,0.11552747892437212,False,,
2023-12-01,38435.0,39481.41,39000.0,38250.0,-0.0010433335207634025,-0.01177985882273491,-0.010736525301971507,8.029097129535579,0.9882201411772652,0.12307985882273491,False,,
2023-12-08,43765.0,43916.3,44250.0,43500.0,0.012400000000000001,-0.004790165644963467,-0.01719016564496347,8.492264081015984,0.9952098343550365,0.11719016564496347,False,,
2023-12-15,41905.0,41884.0,42250.0,41500.0,0.0129,-0.0045850011059021655,-0.017485001105902166,8.472698553212087,0.9954149988940978,0.11748500110590218,False,,
2023-12-22,43714.0,43640.99,44250.0,43250.0,0.009600000000000001,-0.0011972237130974698,-0.010797223713097472,9.014691368740793,0.9988027762869026,0.11079722371309747,False,,
2023-12-29,42325.5,42513.08,42750.0,42000.0,0.019899999999999998,-0.004093108531729898,-0.023993108531729895,8.031953575979726,0.9959068914682703,0.1239931085317299,False,,
2024-01-05,43541.0,44094.19,44250.0,42750.0,0.0184,-0.003129077085205108,-0.021529077085205107,8.20273589517906,0.9968709229147948,0.1215290770852051,False,,
2024-01-12,44429.0,42940.22,45000.0,44000.0,-0.010930357948794833,-0.025163537460475827,-0.014233179511680995,7.010007657949798,0.9748364625395242,0.13906353746047584,False,,
2024-01-19,40863.0,41623.28,41500.0,40500.0,0.007888195932660788,-0.005091543388012165,-0.012979739320672954,8.57003385067171,0.9949084566119877,0.11609154338801217,False,,
2024-01-26,41407.0,42420.63,42000.0,41000.0,-0.0022656943213714047,-0.013672492225112421,-0.011406797903741016,8.119760200087347,0.9863275077748875,0.12147249222511243,False,,
2024-02-02,43229.0,42814.71,43500.0,43000.0,0.004922281792869767,-0.003028842127993944,-0.00795112392086371,8.86757471661062,0.9969711578720061,0.11242884212799395,False,,
2024-02-09,47171.5,48170.6,47500.0,47000.0,-0.00017135451914650476,-0.012139949368988984,-0.011968594849842478,7.837674130913807,0.987860050631011,0.126039949368989,False,,
2024-02-16,51929.0,51698.64,52500.0,51500.0,0.0121,-0.006670568655047721,-0.01877056865504772,8.363430794289929,0.9933294313449523,0.11877056865504772,False,,
2024-02-23,50928.0,51728.04,51500.0,50500.0,0.008341559239437626,-0.004077368196443861,-0.012418927435881487,8.513806107614517,0.995922631803556,0.11697736819644387,False,,
2024-03-01,61304.0,61649.45,62500.0,60500.0,0.0103,-0.009119866921192609,-0.01941986692119261,8.29744797599471,0.9908801330788073,0.11941986692119261,False,,
2024-03-08,67765.5,69463.42,69000.0,66500.0,0.010578574953551119,-0.008175944798890753,-0.01875451975244187,7.8982010192279315,0.9918240552011094,0.12557594479889075,False,,
2024-03-15,68171.0,65390.36,69500.0,67000.0,-0.00436586080884093,-0.02042314276098725,-0.01605728195214632,6.956078653219692,0.9795768572390127,0.14082314276098726,False,,
2024-03-22,63893.5,64269.51,65000.0,63000.0,0.0179,-0.006183303709833297,-0.024083303709833297,8.00927011593913,0.9938166962901668,0.12408330370983331,False,,
2024-03-29,69229.0,70272.4,70000.0,68500.0,0.009373655944581455,-0.00468275745515042,-0.014056413399731875,8.42898035238452,0.9953172425448497,0.11808275745515043,False,,
2024-04-05,68233.5,69418.77,69000.0,67500.0,0.006717481705596281,-0.004930805378992381,-0.011648287084588663,8.444898525648327,0.9950691946210076,0.11783080537899238,False,,
2024-04-12,69304.0,64577.72,70000.0,68500.0,-0.046487356475267305,-0.09229532966738432,-0.04580797319211702,4.391510305497955,0.9077046703326157,0.20669532966738435,False,,
2024-04-19,64443.5,65070.76,66000.0,63500.0,0.0239,-0.0037673901958554107,-0.027667390195855412,7.803344364413007,0.9962326098041447,0.1276673901958554,False,,
2024-04-26,63446.0,63910.25,64000.0,63000.0,0.0129,-0.004209479439196494,-0.017109479439196495,8.503073579776435,0.9957905205608035,0.1171094794391965,False,,
2024-05-03,61742.5,63798.44,62500.0,61000.0,-0.008602221778463585,-0.021460550334872614,-0.012858328556409029,7.3375480770586465,0.9785394496651274,0.13336055033487262,False,,
2024-05-10,60910.0,60729.55,61500.0,60000.0,0.0154,-0.0013300387493701115,-0.01673003874937011,8.555381048016818,0.9986699612506299,0.11673003874937013,False,,
2024-05-17,67257.0,67234.47,68000.0,66500.0,0.0119,-0.0013621670547659115,-0.013262167054765912,8.817046847270374,0.9986378329452342,0.11326216705476591,False,,
2024-05-24,68325.5,69302.07,69000.0,67500.0,0.003991255737382637,-0.004599741083784496,-0.008590996821167133,8.801083445264663,0.9954002589162154,0.1130997410837845,False,,
2024-05-31,67166.5,67701.8,68000.0,66500.0,0.0098,-0.001878271198373084,-0.011678271198373084,8.937474748589835,0.998121728801627,0.11167827119837309,False,,
2024-06-07,71083.0,69338.58,72000.0,70500.0,-0.0069999824772875125,-0.013923048068479701,-0.006923065591192189,7.963597789857147,0.9860769519315203,0.12382304806847971,False,,
2024-06-14,66357.0,66238.95,67000.0,65500.0,0.0074,-0.005405842048321345,-0.012805842048321345,8.81686745909521,0.9945941579516787,0.11280584204832135,False,,
2024-06-21,63687.5,64380.94,64500.0,63000.0,0.0106,-0.003761446710323723,-0.014361446710323723,8.711314712668312,0.9962385532896763,0.11436144671032374,False,,
2024-06-28,60988.0,61443.41,61500.0,60500.0,0.0077,-0.006135963328002461,-0.013835963328002462,8.730668302145578,0.9938640366719976,0.11383596332800247,False,,
2024-07-05,56695.0,57263.97,57000.0,56000.0,0.010140295154178077,-0.01271519837564289,-0.02285549352982097,7.736420224166606,0.9872848016243571,0.1276151983756429,False,,
2024-07-12,58237.0,60039.57,59000.0,57500.0,-0.01016474759063064,-0.016710843649751544,-0.006546096059120904,7.9290578743854745,0.9832891563502485,0.12401084364975155,False,,
2024-07-19,65873.5,66730.41,66500.0,65500.0,0.010297151441149493,-0.008915209111527947,-0.01921236055267744,8.069723595784234,0.991084790888472,0.12281520911152795,False,,
2024-07-26,67578.0,67449.34,69500.0,66500.0,0.025400000000000002,-0.003992774237232904,-0.029392774237232907,7.697549045023605,0.9960072257627671,0.12939277423723292,False,,
2024-08-02,63352.0,60363.26,64500.0,62500.0,-0.021148021909353436,-0.0274386762065294,-0.006290654297175964,6.856813316399943,0.9725613237934706,0.1418386762065294,False,,
2024-08-09,59845.0,61217.51,61000.0,59000.0,0.012196931605026044,-0.0057053988116300275,-0.017902330416656072,8.176401795520267,0.99429460118837,0.12160539881163003,False,,
2024-08-16,58084.0,59598.7,59000.0,57500.0,-0.00029552112713863207,-0.01411718902391974,-0.013821667896781107,7.949565852407191,0.9858828109760803,0.12401718902391975,False,,
2024-08-23,61553.0,63904.73,62000.0,61000.0,-0.01755577494029007,-0.02699132868533393,-0.00943555374504386,6.980410334642582,0.9730086713146661,0.13939132868533394,False,,
2024-08-30,58076.0,58292.93,59000.0,57500.0,0.0144,-0.004565498340651911,-0.01896549834065191,8.367421778110574,0.9954345016593481,0.11896549834065191,False,,
2024-09-06,54012.0,54465.82,55000.0,53500.0,0.0159,-0.008264859082216263,-0.024164859082216265,7.987244927818926,0.9917351409177837,0.12416485908221628,False,,
2024-09-13,59680.0,60201.3,60500.0,59000.0,0.0104,-0.003861569429064045,-0.014261569429064045,8.718053108743261,0.9961384305709359,0.11426156942906406,False,,
2024-09-20,63176.5,62947.66,63500.0,62500.0,0.0114,-0.0011932844380984717,-0.012593284438098472,8.870926188417796,0.9988067155619017,0.11259328443809848,False,,
2024-09-27,66035.0,65513.74,66500.0,65500.0,0.0114,-0.0015592664451008764,-0.012959266445100877,8.838944913298898,0.9984407335548993,0.11295926644510089,False,,
2024-10-04,61883.0,61964.46,62500.0,61500.0,0.0129,-0.0013082248672026267,-0.014208224867202628,8.744482074684564,0.9986917751327974,0.11420822486720264,False,,
2024-10-11,62279.5,62764.29,63000.0,62000.0,0.0098,-0.003541812892216584,-0.013341812892216583,8.791620335695303,0.9964581871077834,0.11334181289221659,False,,
2024-10-18,68748.5,68371.22,69500.0,68000.0,0.0104,-0.002301104065893689,-0.012701104065893688,8.852609778789525,0.9976988959341064,0.1127011040658937,False,,
2024-10-25,67664.0,67104.46,68000.0,67000.0,0.008400000000000001,-0.0050027834872136715,-0.013402783487213674,8.77401053057021,0.9949972165127864,0.11340278348721368,False,,
2024-11-01,69361.5,68382.64,70500.0,68500.0,0.0068337749463898935,-0.005204669159993514,-0.012038444106383408,8.733578159493097,0.9947953308400065,0.11390466915999353,False,,
2024-11-08,76542.0,78903.23,77000.0,76000.0,-0.011371065766255654,-0.018148569305510575,-0.006777503539254921,7.492271269330086,0.9818514306944893,0.13104856930551056,False,,
2024-11-15,88453.0,90562.87,90000.0,88000.0,0.006534759692355207,-0.013925154450789543,-0.02045991414314475,7.775073090345222,0.9860748455492103,0.12682515445078954,False,,
2024-11-22,98868.5,98385.81,100000.0,98000.0,0.018400000000000003,-0.0029773635151058454,-0.02137736351510585,8.214238698312235,0.9970226364848942,0.12137736351510586,False,,
2024-11-29,98184.5,96505.07,99000.0,97000.0,0.006321461157429417,-0.007364297942236203,-0.01368575909966562,8.343979826113408,0.9926357020577637,0.1189642979422362,False,,
2024-12-06,99459.5,99835.08,101000.0,98000.0,0.012400000000000001,-0.005940276682696427,-0.01834027668269643,8.400011823385011,0.9940597233173035,0.11834027668269644,False,,
2024-12-13,99907.5,101676.55,101000.0,99000.0,0.004596056686620437,-0.008811077468458033,-0.01340713415507847,8.245404195729119,0.991188922531542,0.12021107746845804,False,,
2024-12-20,96900.0,96186.4,98000.0,96000.0,0.0239,-0.0036335853321457934,-0.027533585332145796,7.8125806004194,0.9963664146678544,0.1275335853321458,False,,
2024-12-27,94473.5,95024.67,96000.0,93000.0,0.0119,-0.001168036914554733,-0.013068036914554734,8.83390204996891,0.9988319630854453,0.11306803691455473,False,,
2025-01-03,97489.0,98299.68,98000.0,97000.0,0.009701363422546308,-0.003029702231690589,-0.012731065654236897,8.59978313215901,0.9969702977683094,0.11592970223169059,False,,
2025-01-10,93738.5,94312.89,95000.0,93000.0,0.0144,-0.005008067607204804,-0.019408067607204805,8.332702742212032,0.9949919323927952,0.11940806760720481,False,,
2025-01-17,104089.0,104956.04,106000.0,103000.0,0.0104,-0.003853354921516131,-0.01425335492151613,8.718751810507142,0.9961466450784838,0.11425335492151614,False,,
2025-01-24,105901.0,104981.21,107000.0,105000.0,0.012698642538031399,-0.0037955581869284754,-0.016494200724959874,8.536781153377781,0.9962044418130713,0.11669555818692848,False,,
2025-01-31,105481.5,99719.08,106000.0,105000.0,-0.04220796952799803,-0.047854587517783403,-0.005646617989785371,5.997593060896956,0.9521454124822164,0.15875458751778343,False,,
2025-02-07,98337.0,97095.29,99000.0,97000.0,0.0087,-0.009461141024614065,-0.018161141024614066,8.382949338387375,0.9905388589753858,0.11816114102461407,False,,
2025-02-14,96960.0,97372.82,98000.0,96000.0,0.0071,-0.00550115240881783,-0.012601152408817831,8.832048574249786,0.9944988475911823,0.11260115240881784,False,,
2025-02-21,98157.5,96516.23,99000.0,97000.0,0.003037682382538108,-0.015487775931148534,-0.01852545831368664,7.959656616486382,0.9845122240688515,0.12368777593114855,False,,
2025-02-28,83991.5,86226.42,86000.0,83000.0,0.018124122687686692,-0.0038683976260038173,-0.02199252031369051,7.983845439451133,0.9961316023739961,0.12476839762600382,False,,
2025-03-07,88413.5,85976.18,90000.0,87000.0,0.011841817989587267,-0.00933508295312031,-0.021176900942707577,7.43546590799551,0.9906649170468798,0.1332350829531203,False,,
2025-03-14,84757.5,84277.61,86000.0,84000.0,0.016900000000000002,-0.0030150636572856566,-0.01991506365728566,8.31409254130134,0.9969849363427141,0.11991506365728566,False,,
2025-03-21,83512.5,84280.72,84000.0,83000.0,0.007419226366362305,-0.0025305748514558427,-0.009949801217818148,8.793655735720199,0.9974694251485441,0.11343057485145584,False,,
2025-03-28,84004.5,83114.29,85000.0,83000.0,0.0095,-0.008343849184249366,-0.017843849184249368,8.415001357137376,0.9916561508157508,0.11784384918424938,False,,
2025-04-04,82842.0,83048.44,84000.0,82000.0,0.0184,-0.003984351139737008,-0.022384351139737007,8.13842325088625,0.996015648860263,0.12238435113973702,False,,
2025-04-11,82482.0,84514.41,83000.0,81000.0,-0.0036689560691484857,-0.018651667287925805,-0.014982711218777318,7.375693613732938,0.9813483327120742,0.13305166728792583,False,,
2025-04-18,84351.5,84760.36,85000.0,84000.0,0.0071,-0.0036906107305774895,-0.01079061073057749,8.992724046735917,0.9963093892694227,0.1107906107305775,False,,
2025-04-25,95122.0,94107.25,96000.0,94000.0,0.006200000000000001,-0.0027105040199334376,-0.008910504019933438,9.15696337056283,0.9972894959800664,0.10891050401993345,False,,
2025-05-02,97369.5,95870.29,98000.0,97000.0,-0.003333734043153582,-0.007901131806046988,-0.004567397762893406,8.515787381753643,0.992098868193953,0.11650113180604699,False,,
2025-05-09,102917.5,103554.89,104000.0,102000.0,0.0109,-0.005126829738910145,-0.016026829738910144,8.574509641432133,0.9948731702610897,0.11602682973891015,False,,
2025-05-16,104200.0,103686.32,105000.0,104000.0,0.004324721448306845,-0.006966866363256596,-0.01129158781156344,8.675288886527106,0.9930331336367434,0.1144668663632566,False,,
2025-05-23,108974.0,107651.15,110000.0,108000.0,0.005609440098874878,-0.005757737651290562,-0.01136717775016544,8.663836379990958,0.9942422623487093,0.11475773765129056,False,,
2025-05-30,105530.0,104323.53,106000.0,105000.0,0.009265652700785708,-0.009141433935297746,-0.018407086636083453,7.924241868318772,0.9908585660647022,0.12504143393529776,False,,
2025-06-06,105161.0,105497.88,106000.0,104000.0,0.0055,-0.0020321731698648053,-0.007532173169864805,9.280644084572534,0.9979678268301353,0.10753217316986481,False,,
2025-06-13,105485.0,105421.51,106000.0,105000.0,0.0124,-0.0024627393781772866,-0.014862739378177286,8.684602735596469,0.9975372606218227,0.11486273937817729,False,,
2025-06-20,104210.5,102439.14,105000.0,103000.0,0.001474944274229552,-0.011232250997808415,-0.012707195272037966,8.355860221238453,0.9887677490021917,0.11833225099780842,False,,
2025-06-27,107391.0,107382.22,108000.0,107000.0,0.006,-0.002053300866813124,-0.008053300866813124,9.235689156440111,0.9979466991331869,0.10805330086681313,False,,
2025-07-04,107637.0,108105.76,108000.0,107000.0,0.006899411095209043,-0.001977157666492332,-0.008876568761701375,9.074819385312988,0.9980228423335077,0.10997715766649234,False,,
2025-07-11,116966.0,118004.91,118000.0,116000.0,0.006453190507072936,-0.0035435234580793386,-0.009996713965152275,9.055112424871753,0.9964564765419206,0.11004352345807936,False,,
2025-07-18,117896.5,118134.26,119000.0,117000.0,0.008400000000000001,-0.0013637823890534822,-0.009763782389053483,9.09804851723603,0.9986362176109463,0.10976378238905349,False,,
2025-07-25,115837.5,118189.48,117000.0,115000.0,-0.003614178300809818,-0.008374038365580984,-0.004759860064771166,8.624781522254292,0.991625961634419,0.114974038365581,False,,
2025-08-01,115340.5,113675.85,116000.0,115000.0,-0.003898472388814282,-0.017610688671968196,-0.013712216283153913,7.8271366504535855,0.9823893113280319,0.12551068867196818,False,,
2025-08-08,116260.5,117810.81,117000.0,116000.0,-0.001032305622039248,-0.008556027071756933,-0.007523721449717685,8.654664431642788,0.991443972928243,0.11455602707175694,False,,
2025-08-15,117347.5,118055.72,118000.0,116000.0,0.0054690219160918145,-0.0032377326597442515,-0.008706754575836067,9.124706665644458,0.9967622673402557,0.10923773265974426,False,,
2025-08-22,116434.0,114947.06,117000.0,116000.0,0.0015897831140700572,-0.005629320725302728,-0.007219103839372785,8.53322299559911,0.9943706792746971,0.11652932072530273,False,,
2025-08-29,108415.5,108740.4,109000.0,108000.0,0.0091,-0.002776109815061394,-0.011876109815061394,8.913644672069987,0.9972238901849387,0.1118761098150614,False,,
2025-09-05,110710.0,110775.94,112000.0,110000.0,0.0077,-0.001967568894713009,-0.00966756889471301,9.100524805683017,0.998032431105287,0.109667568894713,False,,
2025-09-12,115196.5,115845.09,116000.0,115000.0,0.0057125000000000006,-0.00399664244173041,-0.00970914244173041,9.078581195612523,0.9960033575582695,0.10970914244173041,False,,
2025-09-19,115957.5,115781.23,117000.0,115000.0,0.00425,-0.001925749346389621,-0.006175749346389621,9.40020915131454,0.9980742506536106,0.10617574934638963,False,,
2025-09-26,109087.0,109517.29,110000.0,109000.0,0.0078,-0.0007832225070911873,-0.008583222507091186,9.20231279217794,0.9992167774929089,0.1085832225070912,False,,
2025-10-03,122393.5,124771.89,123000.0,122000.0,-0.00405103518508856,-0.010569293136405682,-0.006518257951317123,8.185955929658522,0.9894307068635942,0.1208692931364057,False,,
2025-10-10,119086.5,111683.41,120000.0,118000.0,-0.047707997288943774,-0.06581851591929475,-0.018110518630350972,5.343721625642742,0.9341814840807052,0.17481851591929476,False,,
