delta_call,delta_put,weeks,equity_final,cagr,sharpe_w,max_dd,calmar,win_rate,usd_final,bh_final,max_dd_usd
0.25,0.25,208,2.3820363958870607,0.242330358895807,3.293557163602984,-0.08238918497043557,2.9412884589496127,0.8605769230769231,3.638168764637398,1.5273355062581035,-0.108957868088422
0.25,0.3,208,2.648162306405531,0.2756635601205273,3.4385263036319476,-0.07709251014619944,3.575750220063591,0.8509615384615384,4.044632316907518,1.5273355062581035,-0.10944000393411502
0.25,0.35,208,2.8434947999245352,0.2985632548912327,3.4172029613399664,-0.07709251014619933,3.872791978429981,0.8509615384615384,4.34297056978503,1.5273355062581035,-0.11337704793374104
0.25,0.4,208,3.1619374290493263,0.3334855621477484,3.536483469442622,-0.07093179770000779,4.701495985737744,0.8365384615384616,4.829339303953493,1.5273355062581035,-0.11686442413136322
0.25,0.45,208,3.2912997700582425,0.34692018046947504,3.3491404783555265,-0.0709317977000079,4.890897900779362,0.8269230769230769,5.026919000549092,1.5273355062581035,-0.11693476542948023
0.25,0.5,208,3.6028847988455883,0.37772517401393046,3.410089340896169,-0.06750097670536936,5.595847533623678,0.8125,5.502813878234448,1.5273355062581035,-0.12128360397668236
0.25,0.55,208,3.9934022675140346,0.41363003864504355,3.5380695739096026,-0.05941491042958058,6.961721151381418,0.7932692307692307,6.099265073945802,1.5273355062581035,-0.12128360397668236
0.25,0.6,208,4.218989740642882,0.4331845486254926,3.4180822173810292,-0.059915759954858094,7.229893252657794,0.7692307692307693,6.443812831422543,1.5273355062581035,-0.13970299809074338
0.3,0.05,208,1.8385470597687552,0.16444421505856166,2.9931404710767455,-0.10573278313249579,1.5552812494540453,0.875,2.808078204311253,1.5273355062581035,-0.06947547141077792
0.3,0.1,208,1.9232332485593926,0.177627637826127,2.9195165864862576,-0.10406824530229064,1.706838020667744,0.8653846153846154,2.937422427340882,1.5273355062581035,-0.08460823428453335
0.3,0.15,208,2.108742945197649,0.2050523407972753,3.0526857743968816,-0.10280934961105548,1.9944911778259635,0.8605769230769231,3.2207579737716583,1.5273355062581035,-0.09711444163396055
0.3,0.2,208,2.307420461857377,0.23248512062912252,3.189352672536773,-0.10044859482405866,2.31446861985808,0.8509615384615384,3.524205199261245,1.5273355062581035,-0.10220917912385996
0.3,0.25,208,2.556063229122362,0.26442448796686335,3.3128598548759856,-0.10044859482405877,2.632435908436722,0.8413461538461539,3.9039661260793257,1.5273355062581035,-0.10895786808842212
0.3,0.3,208,2.841823823803307,0.298372438072702,3.476729697406576,-0.09521885614968884,3.1335436082496675,0.8413461538461539,4.340418428624964,1.5273355062581035,-0.108957868088422
0.3,0.35,208,3.051529038715057,0.32168930816454977,3.4736988951976744,-0.09521885614968872,3.3784202118416373,0.8269230769230769,4.660708649207163,1.5273355062581035,-0.11337704793374104
0.3,0.4,208,3.393670158207488,0.35727361740156827,3.6109162481751977,-0.08905814370349718,4.011689470993753,0.8221153846153846,5.183272929158855,1.5273355062581035,-0.11686442413136322
0.3,0.45,208,3.5329800385436987,0.37099318478915344,3.447870282590684,-0.0890581437034973,4.165741271503558,0.8173076923076923,5.396045855768919,1.5273355062581035,-0.11686442413136322
0.3,0.5,208,3.867641036412901,0.4023665361115869,3.5144019578918924,-0.08569425885872461,4.695373312871841,0.8076923076923077,5.907185480374323,1.5273355062581035,-0.12128360397668236
0.3,0.55,208,4.288579745687165,0.4390582464646322,3.6771521205067788,-0.07760819258293572,5.657369819499844,0.7980769230769231,6.550100117007362,1.5273355062581035,-0.12128360397668247
0.3,0.6,208,4.531755506799129,0.45903804952263405,3.568052948624053,-0.07760819258293583,5.914814328810506,0.7740384615384616,6.92151109121499,1.5273355062581035,-0.1377869997390494
0.35,0.05,208,1.899113013253665,0.17391783943366357,2.7578933851849667,-0.11276650016977952,1.5422828514835127,0.8509615384615384,2.9005827355391394,1.5273355062581035,-0.06745239783417978
0.35,0.1,208,1.986932366661214,0.18725982194799906,2.769054955204669,-0.11111178508709918,1.6853281746954958,0.8461538461538461,3.034712352135115,1.5273355062581035,-0.0839668812627794
